signal_ts_utc,signal_ts_et,direction,confidence,entry_price,entry_filled,stop_price,stop_filled,target1_filled,target2_filled,outcome_type,exit_price,mae,mfe,r_multiple,holding_minutes,outcome_events
2026-05-04T19:07:29.657Z,2026-05-04T15:07:29.657000-04:00,LONG,89.4,7228.5,7227.75,7215.5,7214.5,7241.5,7254.5,TIMEOUT,7230.25,4.5,3.25,0.18867924528301888,30,53614
2026-05-04T19:07:31.514Z,2026-05-04T15:07:31.514000-04:00,LONG,89.4,7228.25,7227.5,7216.25,7215.25,7240.25,7252.25,TIMEOUT,7230.25,4.25,3.5,0.22448979591836735,30,53588
2026-05-04T19:07:37.285Z,2026-05-04T15:07:37.285000-04:00,LONG,89.4,7228.5,7227.75,7216.5,7215.5,7240.5,7252.5,TIMEOUT,7230.5,4.5,3.25,0.22448979591836735,30,53462
2026-05-04T19:07:41.426Z,2026-05-04T15:07:41.426000-04:00,LONG,89.4,7228.5,7227.75,7216.5,7215.5,7240.5,7252.5,TIMEOUT,7230.5,4.5,3.25,0.22448979591836735,30,52642
2026-05-04T19:07:41.431Z,2026-05-04T15:07:41.431000-04:00,LONG,89.4,7228.25,7227.5,7216.25,7215.25,7240.25,7252.25,TIMEOUT,7230.5,4.25,3.5,0.24489795918367346,30,52588
2026-05-04T19:07:41.432Z,2026-05-04T15:07:41.432000-04:00,LONG,89.4,7228.0,7227.25,7216.0,7215.0,7240.0,7252.0,TIMEOUT,7230.5,4.0,3.75,0.2653061224489796,30,52576
2026-05-04T19:07:41.447Z,2026-05-04T15:07:41.447000-04:00,LONG,89.4,7228.0,7227.25,7216.0,7215.0,7240.0,7252.0,TIMEOUT,7230.5,4.0,3.75,0.2653061224489796,30,52496
2026-05-04T19:07:41.452Z,2026-05-04T15:07:41.452000-04:00,LONG,89.4,7227.75,7227.0,7215.75,7214.75,7239.75,7251.75,TIMEOUT,7230.5,3.75,4.0,0.2857142857142857,30,52449
2026-05-04T19:07:41.580Z,2026-05-04T15:07:41.580000-04:00,LONG,89.4,7227.75,7227.0,7215.75,7214.75,7239.75,7251.75,TIMEOUT,7230.5,3.75,4.0,0.2857142857142857,30,51999
2026-05-04T19:08:00.279Z,2026-05-04T15:08:00.279000-04:00,LONG,89.4,7227.75,7227.0,7215.75,7214.75,7239.75,7251.75,TIMEOUT,7231.0,3.75,4.25,0.32653061224489793,30,49117
2026-05-04T19:08:12.104Z,2026-05-04T15:08:12.104000-04:00,LONG,89.4,7228.5,7227.75,7216.5,7215.5,7240.5,7252.5,TIMEOUT,7231.25,4.5,3.5,0.2857142857142857,30,48674
2026-05-04T19:09:35.201Z,2026-05-04T15:09:35.201000-04:00,LONG,89.4,7228.5,7227.75,7216.75,7215.75,7240.25,7252.0,TIMEOUT,7229.75,4.5,3.75,0.16666666666666666,30,47318
2026-05-04T19:09:40.614Z,2026-05-04T15:09:40.614000-04:00,LONG,89.4,7228.5,7227.75,7216.75,7215.75,7240.25,7252.0,TIMEOUT,7229.25,4.5,3.75,0.125,30,47240
2026-05-04T19:09:56.174Z,2026-05-04T15:09:56.174000-04:00,LONG,89.4,7228.5,7227.75,7216.75,7215.75,7240.25,7252.0,TIMEOUT,7229.0,4.5,3.75,0.10416666666666667,30,47628
2026-05-04T19:09:58.122Z,2026-05-04T15:09:58.122000-04:00,LONG,89.4,7228.25,7227.5,7216.5,7215.5,7240.0,7251.75,TIMEOUT,7228.75,4.25,4.0,0.10416666666666667,30,47616
2026-05-04T19:10:00.221Z,2026-05-04T15:10:00.221000-04:00,LONG,89.4,7227.75,7227.0,7216.0,7215.0,7239.5,7251.25,TIMEOUT,7228.75,3.75,4.5,0.14583333333333334,30,47621
2026-05-04T19:10:02.461Z,2026-05-04T15:10:02.461000-04:00,LONG,89.4,7228.25,7227.5,7216.75,7215.75,7239.75,7251.25,TIMEOUT,7229.5,4.25,4.0,0.1702127659574468,30,47612
2026-05-04T19:10:03.831Z,2026-05-04T15:10:03.831000-04:00,LONG,89.4,7228.0,7227.25,7216.5,7215.5,7239.5,7251.0,TIMEOUT,7229.5,4.0,4.25,0.19148936170212766,30,47628
2026-05-04T19:11:03.504Z,2026-05-04T15:11:03.504000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7228.25,4.25,4.0,0.06666666666666667,30,47493
2026-05-04T19:11:08.687Z,2026-05-04T15:11:08.687000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7228.0,4.5,3.75,0.022222222222222223,30,47430
2026-05-04T19:11:12.707Z,2026-05-04T15:11:12.707000-04:00,LONG,89.4,7228.75,7228.0,7217.5,7216.5,7240.0,7251.25,TIMEOUT,7228.25,4.75,3.5,0.021739130434782608,30,47306
2026-05-04T19:11:15.053Z,2026-05-04T15:11:15.053000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7228.0,4.5,3.75,0.022222222222222223,30,47145
2026-05-04T19:11:15.544Z,2026-05-04T15:11:15.544000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7228.0,4.25,4.0,0.044444444444444446,30,47122
2026-05-04T19:11:15.847Z,2026-05-04T15:11:15.847000-04:00,LONG,89.4,7228.0,7227.25,7217.0,7216.0,7239.0,7250.0,TIMEOUT,7228.0,4.0,4.25,0.06666666666666667,30,47087
2026-05-04T19:11:16.485Z,2026-05-04T15:11:16.485000-04:00,LONG,89.4,7227.75,7227.0,7216.75,7215.75,7238.75,7249.75,TIMEOUT,7228.0,3.75,4.5,0.08888888888888889,30,47059
2026-05-04T19:11:31.154Z,2026-05-04T15:11:31.154000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.25,4.25,4.0,-0.022222222222222223,30,47196
2026-05-04T19:11:31.369Z,2026-05-04T15:11:31.369000-04:00,LONG,89.4,7228.0,7227.25,7217.0,7216.0,7239.0,7250.0,TIMEOUT,7227.25,4.0,4.25,0.0,30,47179
2026-05-04T19:11:35.326Z,2026-05-04T15:11:35.326000-04:00,LONG,89.4,7227.75,7227.0,7216.75,7215.75,7238.75,7249.75,TIMEOUT,7227.25,3.75,4.5,0.022222222222222223,30,47184
2026-05-04T19:12:42.586Z,2026-05-04T15:12:42.586000-04:00,LONG,89.4,7227.75,7227.0,7216.75,7215.75,7238.75,7249.75,TIMEOUT,7227.0,3.75,4.5,0.0,30,47298
2026-05-04T19:12:59.384Z,2026-05-04T15:12:59.384000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7227.75,4.5,3.75,0.0,30,47194
2026-05-04T19:13:02.450Z,2026-05-04T15:13:02.450000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7227.25,4.5,3.75,-0.044444444444444446,30,47196
2026-05-04T19:13:04.891Z,2026-05-04T15:13:04.891000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.25,4.25,4.0,-0.022222222222222223,30,47265
2026-05-04T19:13:06.178Z,2026-05-04T15:13:06.178000-04:00,LONG,89.4,7228.0,7227.25,7217.0,7216.0,7239.0,7250.0,TIMEOUT,7227.25,4.0,4.25,0.0,30,47251
2026-05-04T19:13:22.297Z,2026-05-04T15:13:22.297000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7227.25,4.5,3.75,-0.044444444444444446,30,47330
2026-05-04T19:13:37.938Z,2026-05-04T15:13:37.938000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7227.0,4.5,3.75,-0.06666666666666667,30,47443
2026-05-04T19:13:37.949Z,2026-05-04T15:13:37.949000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.0,4.25,4.0,-0.044444444444444446,30,47412
2026-05-04T19:13:38.013Z,2026-05-04T15:13:38.013000-04:00,LONG,89.4,7228.0,7227.25,7217.0,7216.0,7239.0,7250.0,TIMEOUT,7227.0,4.0,4.25,-0.022222222222222223,30,47386
2026-05-04T19:14:06.584Z,2026-05-04T15:14:06.584000-04:00,LONG,89.4,7228.5,7227.75,7217.25,7216.25,7239.75,7251.0,TIMEOUT,7226.5,4.5,3.75,-0.10869565217391304,30,47680
2026-05-04T19:14:38.964Z,2026-05-04T15:14:38.964000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7227.0,4.5,3.75,-0.06666666666666667,30,47968
2026-05-04T19:14:41.885Z,2026-05-04T15:14:41.885000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.25,4.25,4.0,-0.022222222222222223,30,47975
2026-05-04T19:14:43.839Z,2026-05-04T15:14:43.839000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.25,4.25,4.0,-0.022222222222222223,30,47943
2026-05-04T19:14:46.713Z,2026-05-04T15:14:46.713000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7227.0,4.25,4.0,-0.044444444444444446,30,47901
2026-05-04T19:15:50.455Z,2026-05-04T15:15:50.455000-04:00,LONG,89.4,7228.5,7227.75,7217.5,7216.5,7239.5,7250.5,TIMEOUT,7225.75,4.5,3.75,-0.17777777777777778,30,48611
2026-05-04T19:15:53.201Z,2026-05-04T15:15:53.201000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7226.0,4.25,4.0,-0.13333333333333333,30,48617
2026-05-04T19:15:59.253Z,2026-05-04T15:15:59.253000-04:00,LONG,89.4,7228.25,7227.5,7217.25,7216.25,7239.25,7250.25,TIMEOUT,7225.75,4.25,4.0,-0.15555555555555556,30,48603
2026-05-04T19:19:45.467Z,2026-05-04T15:19:45.467000-04:00,LONG,89.4,7228.5,7227.75,7219.0,7218.0,7238.0,7247.5,TIMEOUT,7230.5,4.5,3.75,0.28205128205128205,30,50425
2026-05-04T19:19:48.375Z,2026-05-04T15:19:48.375000-04:00,LONG,89.4,7228.0,7227.25,7218.5,7217.5,7237.5,7247.0,TIMEOUT,7230.5,4.0,4.25,0.3333333333333333,30,50405
2026-05-04T19:19:53.317Z,2026-05-04T15:19:53.317000-04:00,LONG,89.4,7228.5,7227.75,7219.0,7218.0,7238.0,7247.5,TIMEOUT,7230.5,4.5,3.75,0.28205128205128205,30,50590
2026-05-04T19:19:58.054Z,2026-05-04T15:19:58.054000-04:00,LONG,89.4,7228.25,7227.5,7218.75,7217.75,7237.75,7247.25,TIMEOUT,7230.75,4.25,4.0,0.3333333333333333,30,50644
2026-05-04T19:20:06.158Z,2026-05-04T15:20:06.158000-04:00,LONG,89.4,7228.25,7227.5,7218.75,7217.75,7237.75,7247.25,TIMEOUT,7225.25,4.25,4.0,-0.23076923076923078,30,53386
2026-05-04T19:20:07.035Z,2026-05-04T15:20:07.035000-04:00,LONG,89.4,7228.0,7227.25,7218.5,7217.5,7237.5,7247.0,TIMEOUT,7225.5,4.0,4.25,-0.1794871794871795,30,53503
2026-05-04T19:20:07.076Z,2026-05-04T15:20:07.076000-04:00,LONG,89.4,7227.75,7227.0,7218.25,7217.25,7237.25,7246.75,TIMEOUT,7225.5,3.75,4.5,-0.15384615384615385,30,53479
2026-05-04T19:20:18.865Z,2026-05-04T15:20:18.865000-04:00,LONG,89.4,7227.75,7227.0,7218.25,7217.25,7237.25,7246.75,TIMEOUT,7226.75,3.75,4.5,-0.02564102564102564,30,54457
2026-05-04T19:20:50.098Z,2026-05-04T15:20:50.098000-04:00,LONG,89.4,7228.0,7227.25,7219.5,7218.5,7236.5,7245.0,TIMEOUT,7225.5,4.0,4.25,-0.2,30,56501
2026-05-04T19:20:54.369Z,2026-05-04T15:20:54.369000-04:00,LONG,89.4,7228.0,7227.25,7219.5,7218.5,7236.5,7245.0,TIMEOUT,7225.0,4.0,4.25,-0.2571428571428571,30,56568
2026-05-04T19:21:01.604Z,2026-05-04T15:21:01.604000-04:00,LONG,89.4,7228.0,7227.25,7221.25,7220.25,7234.75,7241.5,TIMEOUT,7224.5,4.0,4.25,-0.39285714285714285,30,57027
2026-05-04T19:21:07.029Z,2026-05-04T15:21:07.029000-04:00,LONG,89.4,7228.0,7227.25,7221.75,7220.75,7234.25,7240.5,TIMEOUT,7224.25,4.0,4.25,-0.46153846153846156,30,57580
2026-05-04T19:21:38.750Z,2026-05-04T15:21:38.750000-04:00,LONG,89.4,7228.5,7227.75,7223.0,7222.0,7234.0,7239.5,TIMEOUT,7225.0,4.5,3.75,-0.4782608695652174,30,58592
2026-05-04T19:21:40.654Z,2026-05-04T15:21:40.654000-04:00,LONG,89.4,7228.25,7227.5,7222.75,7221.75,7233.75,7239.25,TIMEOUT,7225.5,4.25,4.0,-0.34782608695652173,30,58609
2026-05-04T19:21:49.265Z,2026-05-04T15:21:49.265000-04:00,LONG,89.4,7228.5,7227.75,7223.0,7222.0,7234.0,7239.5,TIMEOUT,7225.25,4.5,3.75,-0.43478260869565216,30,58897
2026-05-04T19:21:56.309Z,2026-05-04T15:21:56.309000-04:00,LONG,89.4,7228.5,7227.75,7223.0,7222.0,7234.0,7239.5,TIMEOUT,7224.75,4.5,3.75,-0.5217391304347826,30,59209
2026-05-04T19:22:08.586Z,2026-05-04T15:22:08.586000-04:00,LONG,89.4,7228.5,7227.75,7223.0,7222.0,7234.0,7239.5,TIMEOUT,7225.25,4.5,3.75,-0.43478260869565216,30,59642
2026-05-04T19:22:22.075Z,2026-05-04T15:22:22.075000-04:00,LONG,89.4,7228.25,7227.5,7222.75,7221.75,7233.75,7239.25,TIMEOUT,7224.75,4.25,4.0,-0.4782608695652174,30,60696
2026-05-04T19:22:29.106Z,2026-05-04T15:22:29.106000-04:00,LONG,89.4,7227.75,7227.0,7222.25,7221.25,7233.25,7238.75,TIMEOUT,7225.25,3.75,4.5,-0.30434782608695654,30,60830
2026-05-04T19:23:51.917Z,2026-05-04T15:23:51.917000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.75,3.75,4.5,-0.45,30,63439
2026-05-04T19:24:02.688Z,2026-05-04T15:24:02.688000-04:00,LONG,89.4,7228.5,7227.75,7223.75,7222.75,7233.25,7238.0,TIMEOUT,7224.75,4.5,3.75,-0.6,30,63545
2026-05-04T19:24:05.256Z,2026-05-04T15:24:05.256000-04:00,LONG,89.4,7228.25,7227.5,7223.5,7222.5,7233.0,7237.75,TIMEOUT,7225.0,4.25,4.0,-0.5,30,63624
2026-05-04T19:24:11.259Z,2026-05-04T15:24:11.259000-04:00,LONG,89.4,7228.0,7227.25,7223.25,7222.25,7232.75,7237.5,TIMEOUT,7224.0,4.0,4.25,-0.65,30,63810
2026-05-04T19:24:11.269Z,2026-05-04T15:24:11.269000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.0,3.75,4.5,-0.6,30,63758
2026-05-04T19:24:15.445Z,2026-05-04T15:24:15.445000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.0,3.75,4.5,-0.6,30,63834
2026-05-04T19:24:35.371Z,2026-05-04T15:24:35.371000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7223.75,3.75,4.5,-0.65,30,64421
2026-05-04T19:24:53.358Z,2026-05-04T15:24:53.358000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.75,3.75,4.5,-0.45,30,65880
2026-05-04T19:25:01.990Z,2026-05-04T15:25:01.990000-04:00,LONG,89.4,7228.5,7227.75,7223.75,7222.75,7233.25,7238.0,TIMEOUT,7226.0,4.5,3.75,-0.35,30,67244
2026-05-04T19:25:09.622Z,2026-05-04T15:25:09.622000-04:00,LONG,89.4,7228.25,7227.5,7223.5,7222.5,7233.0,7237.75,TIMEOUT,7224.0,4.25,4.0,-0.7,30,67561
2026-05-04T19:25:11.099Z,2026-05-04T15:25:11.099000-04:00,LONG,89.4,7228.25,7227.5,7223.5,7222.5,7233.0,7237.75,TIMEOUT,7223.75,4.25,4.0,-0.75,30,67598
2026-05-04T19:25:11.190Z,2026-05-04T15:25:11.190000-04:00,LONG,89.4,7228.0,7227.25,7223.25,7222.25,7232.75,7237.5,TIMEOUT,7223.75,4.0,4.25,-0.7,30,67601
2026-05-04T19:25:22.023Z,2026-05-04T15:25:22.023000-04:00,LONG,89.4,7228.0,7227.25,7223.25,7222.25,7232.75,7237.5,TIMEOUT,7224.0,4.0,4.25,-0.65,30,68036
2026-05-04T19:25:23.442Z,2026-05-04T15:25:23.442000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.5,3.75,4.5,-0.5,30,68112
2026-05-04T19:25:32.105Z,2026-05-04T15:25:32.105000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.75,3.75,4.5,-0.45,30,68473
2026-05-04T19:25:34.867Z,2026-05-04T15:25:34.867000-04:00,LONG,89.4,7227.75,7227.0,7223.0,7222.0,7232.5,7237.25,TIMEOUT,7224.75,3.75,4.5,-0.45,30,68458
2026-05-04T19:27:23.719Z,2026-05-04T15:27:23.719000-04:00,LONG,89.4,7227.75,7227.0,7220.0,7219.0,7235.5,7243.25,TIMEOUT,7226.0,3.75,4.5,-0.125,30,68773
2026-05-04T19:06:32.338Z,2026-05-04T15:06:32.338000-04:00,SHORT,86.4,7226.75,7227.5,7240.0,7241.0,7213.5,7200.25,TIMEOUT,7230.0,3.5,4.25,-0.18518518518518517,30,56237
2026-05-04T19:12:12.144Z,2026-05-04T15:12:12.144000-04:00,SHORT,86.4,7227.25,7228.0,7238.5,7239.5,7216.0,7204.75,TIMEOUT,7227.0,3.5,4.75,0.08695652173913043,30,47268
2026-05-04T19:23:06.266Z,2026-05-04T15:23:06.266000-04:00,SHORT,86.4,7226.75,7227.5,7231.5,7232.5,7222.0,7217.25,TIMEOUT,7224.25,4.0,4.25,0.65,30,61725
2026-05-04T19:25:55.672Z,2026-05-04T15:25:55.672000-04:00,SHORT,86.4,7226.75,7227.5,7234.75,7235.75,7218.75,7210.75,TIMEOUT,7225.5,4.0,4.25,0.24242424242424243,30,65841
2026-05-04T19:28:06.934Z,2026-05-04T15:28:06.934000-04:00,SHORT,86.4,7226.5,7227.25,7234.5,7235.5,7218.5,7210.5,TIMEOUT,7226.75,4.25,4.0,0.06060606060606061,30,70607
2026-05-04T19:06:16.796Z,2026-05-04T15:06:16.796000-04:00,LONG,84.4,7228.5,7227.75,7215.25,7214.25,7241.75,7255.0,TIMEOUT,7230.0,4.5,3.25,0.16666666666666666,30,59121
2026-05-04T19:07:03.565Z,2026-05-04T15:07:03.565000-04:00,LONG,84.4,7228.5,7227.75,7214.25,7213.25,7242.75,7257.0,TIMEOUT,7229.5,4.5,3.25,0.1206896551724138,30,54632
2026-05-04T19:07:10.534Z,2026-05-04T15:07:10.534000-04:00,LONG,84.4,7228.25,7227.5,7215.0,7214.0,7241.5,7254.75,TIMEOUT,7229.75,4.25,3.5,0.16666666666666666,30,54173
2026-05-04T19:07:41.559Z,2026-05-04T15:07:41.559000-04:00,LONG,84.4,7227.75,7227.0,7215.5,7214.5,7240.0,7252.25,TIMEOUT,7230.5,3.75,4.0,0.28,30,52056
2026-05-04T19:08:09.578Z,2026-05-04T15:08:09.578000-04:00,LONG,84.4,7228.0,7227.25,7215.75,7214.75,7240.25,7252.5,TIMEOUT,7231.25,4.0,4.0,0.32,30,48914
2026-05-04T19:08:57.531Z,2026-05-04T15:08:57.531000-04:00,LONG,84.4,7228.75,7228.0,7216.5,7215.5,7241.0,7253.25,TIMEOUT,7229.75,4.75,3.5,0.14,30,47722
2026-05-04T19:14:16.719Z,2026-05-04T15:14:16.719000-04:00,LONG,84.4,7228.25,7227.5,7217.0,7216.0,7239.5,7250.75,TIMEOUT,7226.5,4.25,4.0,-0.08695652173913043,30,47898
2026-05-04T19:14:34.685Z,2026-05-04T15:14:34.685000-04:00,LONG,84.4,7228.75,7228.0,7217.5,7216.5,7240.0,7251.25,TIMEOUT,7226.75,4.75,3.5,-0.10869565217391304,30,47990
2026-05-04T19:15:51.110Z,2026-05-04T15:15:51.110000-04:00,LONG,84.4,7228.5,7227.75,7217.25,7216.25,7239.75,7251.0,TIMEOUT,7225.75,4.5,3.75,-0.17391304347826086,30,48585
2026-05-04T19:19:48.298Z,2026-05-04T15:19:48.298000-04:00,LONG,84.4,7228.25,7227.5,7218.75,7217.75,7237.75,7247.25,TIMEOUT,7230.5,4.25,4.0,0.3076923076923077,30,50435
2026-05-04T19:20:59.132Z,2026-05-04T15:20:59.132000-04:00,LONG,84.4,7228.0,7227.25,7221.0,7220.0,7235.0,7242.0,TIMEOUT,7224.75,4.0,4.25,-0.3448275862068966,30,56869
2026-05-04T19:21:04.951Z,2026-05-04T15:21:04.951000-04:00,LONG,84.4,7228.0,7227.25,7221.0,7220.0,7235.0,7242.0,TIMEOUT,7224.5,4.0,4.25,-0.3793103448275862,30,57531
2026-05-04T19:22:03.430Z,2026-05-04T15:22:03.430000-04:00,LONG,84.4,7228.75,7228.0,7223.0,7222.0,7234.5,7240.25,TIMEOUT,7225.0,4.75,3.5,-0.5,30,59605
2026-05-04T19:22:13.313Z,2026-05-04T15:22:13.313000-04:00,LONG,84.4,7228.5,7227.75,7222.75,7221.75,7234.25,7240.0,TIMEOUT,7225.75,4.5,3.75,-0.3333333333333333,30,60170
2026-05-04T19:22:22.409Z,2026-05-04T15:22:22.409000-04:00,LONG,84.4,7228.25,7227.5,7222.5,7221.5,7234.0,7239.75,TIMEOUT,7224.75,4.25,4.0,-0.4583333333333333,30,60657
2026-05-04T19:24:42.807Z,2026-05-04T15:24:42.807000-04:00,LONG,84.4,7227.75,7227.0,7222.75,7221.75,7232.75,7237.75,TIMEOUT,7223.75,3.75,4.5,-0.6190476190476191,30,65234
2026-05-04T19:06:20.777Z,2026-05-04T15:06:20.777000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.25,2.75,5.0,-0.1509433962264151,30,58821
2026-05-04T19:06:20.877Z,2026-05-04T15:06:20.877000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.25,2.5,5.25,-0.1320754716981132,30,58756
2026-05-04T19:06:20.879Z,2026-05-04T15:06:20.879000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.25,2.5,5.25,-0.1320754716981132,30,58746
2026-05-04T19:06:20.883Z,2026-05-04T15:06:20.883000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.25,2.5,5.25,-0.1320754716981132,30,58715
2026-05-04T19:06:21.479Z,2026-05-04T15:06:21.479000-04:00,SHORT,83.4,7227.5,7228.25,7240.75,7241.75,7214.25,7201.0,TIMEOUT,7230.25,2.75,5.0,-0.14814814814814814,30,58581
2026-05-04T19:06:21.485Z,2026-05-04T15:06:21.485000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.25,2.75,5.0,-0.1509433962264151,30,58560
2026-05-04T19:06:21.931Z,2026-05-04T15:06:21.931000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,58599
2026-05-04T19:06:22.629Z,2026-05-04T15:06:22.629000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,58545
2026-05-04T19:06:22.633Z,2026-05-04T15:06:22.633000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7230.0,2.25,5.5,-0.09433962264150944,30,58525
2026-05-04T19:06:22.650Z,2026-05-04T15:06:22.650000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7230.0,2.25,5.5,-0.09433962264150944,30,58504
2026-05-04T19:06:37.451Z,2026-05-04T15:06:37.451000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,55933
2026-05-04T19:06:37.458Z,2026-05-04T15:06:37.458000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,55911
2026-05-04T19:06:39.371Z,2026-05-04T15:06:39.371000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,55698
2026-05-04T19:06:42.402Z,2026-05-04T15:06:42.402000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,55556
2026-05-04T19:06:42.410Z,2026-05-04T15:06:42.410000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,55528
2026-05-04T19:06:42.413Z,2026-05-04T15:06:42.413000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,55512
2026-05-04T19:06:51.461Z,2026-05-04T15:06:51.461000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.25,2.75,5.0,-0.1509433962264151,30,55073
2026-05-04T19:06:51.608Z,2026-05-04T15:06:51.608000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.25,2.75,5.0,-0.1509433962264151,30,55054
2026-05-04T19:07:01.368Z,2026-05-04T15:07:01.368000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,54927
2026-05-04T19:07:01.369Z,2026-05-04T15:07:01.369000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,54905
2026-05-04T19:07:01.377Z,2026-05-04T15:07:01.377000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,54893
2026-05-04T19:07:03.516Z,2026-05-04T15:07:03.516000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7229.5,2.75,5.0,-0.09433962264150944,30,54807
2026-05-04T19:07:03.527Z,2026-05-04T15:07:03.527000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7229.5,2.5,5.25,-0.07547169811320754,30,54773
2026-05-04T19:07:03.528Z,2026-05-04T15:07:03.528000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7229.5,2.25,5.5,-0.05660377358490566,30,54752
