alert_id,symbol,side,alert_timestamp_utc,alert_timestamp_et,entry_timestamp_utc,entry_timestamp_et,entry_price,stop,target1,target2,exit_timestamp_utc,exit_timestamp_et,exit_price,outcome,r_multiple,holding_seconds,mfe,mae,confidence,tape_acceleration_score,continuation_quality_score,participation_ratio,regime,reason_codes
PHASE1_00091,MSFT,BUY,2026-04-23T15:10:00-04:00,2026-04-23T11:10:00-04:00,2026-04-23T15:10:00-04:00,2026-04-23T11:10:00-04:00,415.09,414.67,417.58,418.82,2026-04-24T09:30:00-04:00,2026-04-24T05:30:00-04:00,419.82,TARGET1_HIT,11.3948,66000,5.12,0.07,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00092,MSFT,BUY,2026-04-24T14:05:00-04:00,2026-04-24T10:05:00-04:00,2026-04-24T14:05:00-04:00,2026-04-24T10:05:00-04:00,421.01,420.08,422.61,423.87,2026-04-24T14:35:00-04:00,2026-04-24T10:35:00-04:00,422.31,TARGET1_HIT,1.4032,1800,1.68,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00093,NVDA,BUY,2026-04-02T14:05:00-04:00,2026-04-02T10:05:00-04:00,2026-04-02T14:05:00-04:00,2026-04-02T10:05:00-04:00,176.73,176.55,177.49,178.02,2026-04-02T14:25:00-04:00,2026-04-02T10:25:00-04:00,176.55,STOP_HIT,-1.0,1200,0.32,0.22,0.69,1.0,0.69,1.0,CHOP,NEUTRAL
PHASE1_00094,NVDA,BUY,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,176.94,176.77,177.73,178.26,2026-04-06T09:30:00-04:00,2026-04-06T05:30:00-04:00,176.77,STOP_HIT,-1.0,325500,0.845,0.215,0.73,1.0,0.73,1.0,CHOP,NEUTRAL
PHASE1_00095,NVDA,SELL,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,176.6,176.89,175.83,175.31,2026-04-06T14:10:00-04:00,2026-04-06T10:10:00-04:00,176.89,STOP_HIT,-1.0,600,0.14,0.42,0.89,1.0,0.89,1.0,BEAR,NEUTRAL
PHASE1_00096,NVDA,BUY,2026-04-06T14:40:00-04:00,2026-04-06T10:40:00-04:00,2026-04-06T14:40:00-04:00,2026-04-06T10:40:00-04:00,177.0,176.66,177.72,178.25,2026-04-07T09:30:00-04:00,2026-04-07T05:30:00-04:00,175.75,STOP_HIT,-3.6765,67800,0.68,1.75,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00097,NVDA,BUY,2026-04-06T15:15:00-04:00,2026-04-06T11:15:00-04:00,2026-04-06T15:15:00-04:00,2026-04-06T11:15:00-04:00,177.26,176.91,177.97,178.51,2026-04-07T09:30:00-04:00,2026-04-07T05:30:00-04:00,175.75,STOP_HIT,-4.2676,65700,0.415,2.015,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00098,NVDA,BUY,2026-04-06T15:50:00-04:00,2026-04-06T11:50:00-04:00,2026-04-06T15:50:00-04:00,2026-04-06T11:50:00-04:00,177.3,176.69,177.75,178.28,2026-04-07T09:30:00-04:00,2026-04-07T05:30:00-04:00,175.75,STOP_HIT,-2.541,63600,0.38,2.05,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00099,NVDA,SELL,2026-04-07T14:45:00-04:00,2026-04-07T10:45:00-04:00,2026-04-07T14:45:00-04:00,2026-04-07T10:45:00-04:00,175.5,175.74,174.82,174.29,2026-04-07T15:15:00-04:00,2026-04-07T11:15:00-04:00,175.74,STOP_HIT,-1.0,1800,0.5249,1.17,0.85,1.0,0.85,1.0,CHOP,NEUTRAL
PHASE1_00100,NVDA,BUY,2026-04-08T14:05:00-04:00,2026-04-08T10:05:00-04:00,2026-04-08T14:05:00-04:00,2026-04-08T10:05:00-04:00,181.97,181.74,182.71,183.25,2026-04-08T14:15:00-04:00,2026-04-08T10:15:00-04:00,181.74,STOP_HIT,-1.0,600,0.2099,0.4751,0.89,1.0,0.89,1.0,CHOP,NEUTRAL
PHASE1_00101,NVDA,BUY,2026-04-08T15:45:00-04:00,2026-04-08T11:45:00-04:00,2026-04-08T15:45:00-04:00,2026-04-08T11:45:00-04:00,181.83,181.65,182.76,183.3,2026-04-09T09:30:00-04:00,2026-04-09T05:30:00-04:00,181.65,STOP_HIT,-1.0,63900,0.47,1.2099,0.93,1.0,0.93,1.0,CHOP,NEUTRAL
PHASE1_00102,NVDA,BUY,2026-04-09T15:30:00-04:00,2026-04-09T11:30:00-04:00,2026-04-09T15:30:00-04:00,2026-04-09T11:30:00-04:00,183.65,183.34,184.45,185.0,2026-04-10T09:30:00-04:00,2026-04-10T05:30:00-04:00,185.68,TARGET1_HIT,6.5484,64800,2.85,0.05,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00103,NVDA,BUY,2026-04-10T14:10:00-04:00,2026-04-10T10:10:00-04:00,2026-04-10T14:10:00-04:00,2026-04-10T10:10:00-04:00,188.44,188.14,189.27,189.84,2026-04-10T15:05:00-04:00,2026-04-10T11:05:00-04:00,189.24,TARGET1_HIT,2.5902,3300,0.875,0.0649,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00104,NVDA,BUY,2026-04-10T14:50:00-04:00,2026-04-10T10:50:00-04:00,2026-04-10T14:50:00-04:00,2026-04-10T10:50:00-04:00,188.78,188.36,189.49,190.06,2026-04-10T15:10:00-04:00,2026-04-10T11:10:00-04:00,189.43,TARGET1_HIT,1.5783,1200,0.79,0.015,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00105,NVDA,BUY,2026-04-10T15:20:00-04:00,2026-04-10T11:20:00-04:00,2026-04-10T15:20:00-04:00,2026-04-10T11:20:00-04:00,189.56,189.02,190.15,190.72,2026-04-10T15:35:00-04:00,2026-04-10T11:35:00-04:00,189.02,STOP_HIT,-1.0,900,0.0,0.58,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00106,NVDA,BUY,2026-04-13T14:50:00-04:00,2026-04-13T10:50:00-04:00,2026-04-13T14:50:00-04:00,2026-04-13T10:50:00-04:00,188.32,188.13,189.26,189.83,2026-04-13T15:50:00-04:00,2026-04-13T11:50:00-04:00,189.4,TARGET1_HIT,5.6842,3600,1.135,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00107,NVDA,BUY,2026-04-13T15:20:00-04:00,2026-04-13T11:20:00-04:00,2026-04-13T15:20:00-04:00,2026-04-13T11:20:00-04:00,188.83,188.29,189.42,189.99,2026-04-13T15:50:00-04:00,2026-04-13T11:50:00-04:00,189.4,TARGET1_HIT,1.0552,1800,0.6249,0.4401,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00108,NVDA,BUY,2026-04-14T14:10:00-04:00,2026-04-14T10:10:00-04:00,2026-04-14T14:10:00-04:00,2026-04-14T10:10:00-04:00,194.84,194.39,195.56,196.14,2026-04-14T14:25:00-04:00,2026-04-14T10:25:00-04:00,194.39,STOP_HIT,-1.0,900,0.025,0.455,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00109,NVDA,BUY,2026-04-14T15:40:00-04:00,2026-04-14T11:40:00-04:00,2026-04-14T15:40:00-04:00,2026-04-14T11:40:00-04:00,196.26,195.47,196.65,197.23,2026-04-15T09:30:00-04:00,2026-04-15T05:30:00-04:00,198.03,TARGET1_HIT,2.2404,64200,2.42,0.69,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00110,NVDA,BUY,2026-04-15T14:50:00-04:00,2026-04-15T10:50:00-04:00,2026-04-15T14:50:00-04:00,2026-04-15T10:50:00-04:00,197.38,196.92,198.11,198.7,2026-04-15T15:20:00-04:00,2026-04-15T11:20:00-04:00,198.0,TARGET1_HIT,1.3846,1800,0.765,0.225,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00111,NVDA,BUY,2026-04-15T15:20:00-04:00,2026-04-15T11:20:00-04:00,2026-04-15T15:20:00-04:00,2026-04-15T11:20:00-04:00,197.85,197.53,198.72,199.31,2026-04-15T15:50:00-04:00,2026-04-15T11:50:00-04:00,198.73,TARGET1_HIT,2.6923,1800,0.965,0.0,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00112,NVDA,BUY,2026-04-17T14:15:00-04:00,2026-04-17T10:15:00-04:00,2026-04-17T14:15:00-04:00,2026-04-17T10:15:00-04:00,200.46,200.19,201.39,201.99,2026-04-17T15:20:00-04:00,2026-04-17T11:20:00-04:00,201.36,TARGET1_HIT,3.3317,3900,0.9899,0.0801,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00113,NVDA,BUY,2026-04-17T15:00:00-04:00,2026-04-17T11:00:00-04:00,2026-04-17T15:00:00-04:00,2026-04-17T11:00:00-04:00,200.87,200.45,201.65,202.26,2026-04-17T15:55:00-04:00,2026-04-17T11:55:00-04:00,201.65,TARGET1_HIT,1.8571,3300,0.83,0.14,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00114,NVDA,BUY,2026-04-17T15:35:00-04:00,2026-04-17T11:35:00-04:00,2026-04-17T15:35:00-04:00,2026-04-17T11:35:00-04:00,201.28,200.84,202.04,202.65,2026-04-20T09:30:00-04:00,2026-04-20T05:30:00-04:00,199.98,STOP_HIT,-2.9545,237300,0.42,2.86,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00115,NVDA,BUY,2026-04-20T14:05:00-04:00,2026-04-20T10:05:00-04:00,2026-04-20T14:05:00-04:00,2026-04-20T10:05:00-04:00,200.17,199.85,201.06,201.66,2026-04-20T15:10:00-04:00,2026-04-20T11:10:00-04:00,201.1,TARGET1_HIT,2.9219,3900,0.97,0.03,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00116,NVDA,BUY,2026-04-20T15:00:00-04:00,2026-04-20T11:00:00-04:00,2026-04-20T15:00:00-04:00,2026-04-20T11:00:00-04:00,200.79,200.3,201.5,202.11,2026-04-20T15:35:00-04:00,2026-04-20T11:35:00-04:00,201.56,TARGET1_HIT,1.5612,2100,0.7774,0.045,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00117,NVDA,BUY,2026-04-20T15:30:00-04:00,2026-04-20T11:30:00-04:00,2026-04-20T15:30:00-04:00,2026-04-20T11:30:00-04:00,201.13,200.66,201.86,202.47,2026-04-20T15:50:00-04:00,2026-04-20T11:50:00-04:00,202.03,TARGET1_HIT,1.9183,1200,0.955,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00118,NVDA,BUY,2026-04-21T14:30:00-04:00,2026-04-21T10:30:00-04:00,2026-04-21T14:30:00-04:00,2026-04-21T10:30:00-04:00,199.95,199.67,200.88,201.48,2026-04-21T15:25:00-04:00,2026-04-21T11:25:00-04:00,200.96,TARGET1_HIT,3.5964,3300,1.02,0.0,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00119,NVDA,BUY,2026-04-21T15:10:00-04:00,2026-04-21T11:10:00-04:00,2026-04-21T15:10:00-04:00,2026-04-21T11:10:00-04:00,200.66,199.96,201.16,201.77,2026-04-21T15:30:00-04:00,2026-04-21T11:30:00-04:00,201.02,TARGET1_HIT,0.5143,1200,0.5,0.31,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00120,NVDA,BUY,2026-04-22T15:50:00-04:00,2026-04-22T11:50:00-04:00,2026-04-22T15:50:00-04:00,2026-04-22T11:50:00-04:00,201.75,201.55,202.9,203.5,2026-04-23T09:30:00-04:00,2026-04-23T05:30:00-04:00,201.55,STOP_HIT,-1.0,63600,1.13,0.645,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00121,NVDA,BUY,2026-04-23T15:45:00-04:00,2026-04-23T11:45:00-04:00,2026-04-23T15:45:00-04:00,2026-04-23T11:45:00-04:00,199.03,198.83,200.18,200.78,2026-04-23T15:50:00-04:00,2026-04-23T11:50:00-04:00,198.83,STOP_HIT,-1.0,300,0.445,0.315,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00122,QQQ,SELL,2026-04-02T14:25:00-04:00,2026-04-02T10:25:00-04:00,2026-04-02T14:25:00-04:00,2026-04-02T10:25:00-04:00,582.38,583.58,580.08,578.34,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,583.58,STOP_HIT,-1.0,2400,0.33,1.21,0.85,1.0,0.85,1.0,BEAR,NEUTRAL
PHASE1_00123,QQQ,BUY,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,583.14,582.11,585.62,587.37,2026-04-06T09:30:00-04:00,2026-04-06T05:30:00-04:00,588.34,TARGET1_HIT,5.0485,325500,5.58,0.2999,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00124,QQQ,BUY,2026-04-02T15:40:00-04:00,2026-04-02T11:40:00-04:00,2026-04-02T15:40:00-04:00,2026-04-02T11:40:00-04:00,583.48,581.7,585.2,586.95,2026-04-06T09:30:00-04:00,2026-04-06T05:30:00-04:00,588.34,TARGET1_HIT,2.7303,323400,5.24,0.5099,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00125,QQQ,SELL,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,586.13,587.21,583.69,581.93,2026-04-06T14:10:00-04:00,2026-04-06T10:10:00-04:00,587.21,STOP_HIT,-1.0,600,0.355,1.475,0.89,1.0,0.89,1.0,BEAR,NEUTRAL
PHASE1_00126,QQQ,BUY,2026-04-06T14:45:00-04:00,2026-04-06T10:45:00-04:00,2026-04-06T14:45:00-04:00,2026-04-06T10:45:00-04:00,587.88,586.54,590.07,591.83,2026-04-07T09:30:00-04:00,2026-04-07T05:30:00-04:00,586.08,STOP_HIT,-1.3433,67500,0.95,3.33,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00127,QQQ,BUY,2026-04-06T15:35:00-04:00,2026-04-06T11:35:00-04:00,2026-04-06T15:35:00-04:00,2026-04-06T11:35:00-04:00,588.02,586.62,590.15,591.91,2026-04-07T09:30:00-04:00,2026-04-07T05:30:00-04:00,586.08,STOP_HIT,-1.386,64500,0.8111,3.4689,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00128,QQQ,SELL,2026-04-07T14:45:00-04:00,2026-04-07T10:45:00-04:00,2026-04-07T14:45:00-04:00,2026-04-07T10:45:00-04:00,583.81,584.75,581.25,579.5,2026-04-07T15:15:00-04:00,2026-04-07T11:15:00-04:00,584.75,STOP_HIT,-1.0,1800,2.1501,2.4999,0.85,1.0,0.85,1.0,BEAR,NEUTRAL
PHASE1_00129,QQQ,BUY,2026-04-07T15:40:00-04:00,2026-04-07T11:40:00-04:00,2026-04-07T15:40:00-04:00,2026-04-07T11:40:00-04:00,584.7,584.12,587.72,589.47,2026-04-07T15:45:00-04:00,2026-04-07T11:45:00-04:00,586.63,TARGET1_HIT,3.3008,300,3.3,0.0,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00130,QQQ,BUY,2026-04-08T15:55:00-04:00,2026-04-08T11:55:00-04:00,2026-04-08T15:55:00-04:00,2026-04-08T11:55:00-04:00,604.91,604.31,608.1,609.92,2026-04-09T09:55:00-04:00,2026-04-09T05:55:00-04:00,604.31,STOP_HIT,-1.0,64800,1.76,0.79,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00131,QQQ,BUY,2026-04-09T15:20:00-04:00,2026-04-09T11:20:00-04:00,2026-04-09T15:20:00-04:00,2026-04-09T11:20:00-04:00,609.09,607.79,611.44,613.27,2026-04-10T09:30:00-04:00,2026-04-10T05:30:00-04:00,612.31,TARGET1_HIT,2.4769,65400,4.02,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00132,QQQ,BUY,2026-04-09T15:50:00-04:00,2026-04-09T11:50:00-04:00,2026-04-09T15:50:00-04:00,2026-04-09T11:50:00-04:00,610.01,608.97,612.64,614.47,2026-04-10T09:30:00-04:00,2026-04-10T05:30:00-04:00,612.31,TARGET1_HIT,2.2115,63600,3.1,0.12,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00133,QQQ,BUY,2026-04-10T14:15:00-04:00,2026-04-10T10:15:00-04:00,2026-04-10T14:15:00-04:00,2026-04-10T10:15:00-04:00,610.41,609.28,612.95,614.78,2026-04-13T09:30:00-04:00,2026-04-13T05:30:00-04:00,609.28,STOP_HIT,-1.0,242100,1.0701,1.3999,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00134,QQQ,BUY,2026-04-10T15:10:00-04:00,2026-04-10T11:10:00-04:00,2026-04-10T15:10:00-04:00,2026-04-10T11:10:00-04:00,610.86,609.83,613.5,615.33,2026-04-13T09:30:00-04:00,2026-04-13T05:30:00-04:00,609.56,STOP_HIT,-1.2634,238800,0.625,1.845,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00135,QQQ,BUY,2026-04-13T14:05:00-04:00,2026-04-13T10:05:00-04:00,2026-04-13T14:05:00-04:00,2026-04-13T10:05:00-04:00,614.31,612.93,616.61,618.46,2026-04-13T15:50:00-04:00,2026-04-13T11:50:00-04:00,616.9,TARGET1_HIT,1.8768,6300,2.78,0.5,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00136,QQQ,BUY,2026-04-13T14:45:00-04:00,2026-04-13T10:45:00-04:00,2026-04-13T14:45:00-04:00,2026-04-13T10:45:00-04:00,614.47,613.27,616.96,618.8,2026-04-13T15:50:00-04:00,2026-04-13T11:50:00-04:00,616.9,TARGET1_HIT,2.025,3900,2.6201,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00137,QQQ,BUY,2026-04-13T15:20:00-04:00,2026-04-13T11:20:00-04:00,2026-04-13T15:20:00-04:00,2026-04-13T11:20:00-04:00,615.15,613.83,617.52,619.37,2026-04-13T15:55:00-04:00,2026-04-13T11:55:00-04:00,617.32,TARGET1_HIT,1.6439,2100,2.81,0.0,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00138,QQQ,BUY,2026-04-14T15:50:00-04:00,2026-04-14T11:50:00-04:00,2026-04-14T15:50:00-04:00,2026-04-14T11:50:00-04:00,627.84,626.09,629.86,631.74,2026-04-15T09:35:00-04:00,2026-04-15T05:35:00-04:00,629.84,TARGET1_HIT,1.1429,63900,2.05,0.22,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00139,QQQ,BUY,2026-04-14T15:15:00-04:00,2026-04-14T11:15:00-04:00,2026-04-14T15:15:00-04:00,2026-04-14T11:15:00-04:00,627.44,626.21,629.97,631.86,2026-04-15T09:40:00-04:00,2026-04-15T05:40:00-04:00,628.35,TARGET1_HIT,0.74,66300,2.5601,0.0799,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00140,QQQ,BUY,2026-04-15T14:00:00-04:00,2026-04-15T10:00:00-04:00,2026-04-15T14:00:00-04:00,2026-04-15T10:00:00-04:00,633.07,631.97,635.77,637.67,2026-04-15T14:55:00-04:00,2026-04-15T10:55:00-04:00,635.81,TARGET1_HIT,2.4912,3300,3.0001,0.0,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00141,QQQ,BUY,2026-04-16T15:50:00-04:00,2026-04-16T11:50:00-04:00,2026-04-16T15:50:00-04:00,2026-04-16T11:50:00-04:00,640.26,638.7,642.54,644.47,2026-04-17T09:30:00-04:00,2026-04-17T05:30:00-04:00,645.1,TARGET1_HIT,3.0994,63600,6.01,0.17,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00142,QQQ,BUY,2026-04-17T15:40:00-04:00,2026-04-17T11:40:00-04:00,2026-04-17T15:40:00-04:00,2026-04-17T11:40:00-04:00,648.32,647.05,650.94,652.89,2026-04-20T09:30:00-04:00,2026-04-20T05:30:00-04:00,647.05,STOP_HIT,-1.0,237000,0.53,1.475,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00143,QQQ,BUY,2026-04-20T14:05:00-04:00,2026-04-20T10:05:00-04:00,2026-04-20T14:05:00-04:00,2026-04-20T10:05:00-04:00,645.92,644.77,648.65,650.59,2026-04-21T09:30:00-04:00,2026-04-21T05:30:00-04:00,647.22,TARGET1_HIT,1.1169,69900,3.165,0.305,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00144,QQQ,BUY,2026-04-20T14:45:00-04:00,2026-04-20T10:45:00-04:00,2026-04-20T14:45:00-04:00,2026-04-20T10:45:00-04:00,646.3,644.95,648.83,650.77,2026-04-21T09:30:00-04:00,2026-04-21T05:30:00-04:00,647.22,TARGET1_HIT,0.6778,67500,2.79,0.38,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00145,QQQ,BUY,2026-04-21T15:05:00-04:00,2026-04-21T11:05:00-04:00,2026-04-21T15:05:00-04:00,2026-04-21T11:05:00-04:00,646.69,645.21,649.09,651.03,2026-04-21T15:40:00-04:00,2026-04-21T11:40:00-04:00,645.21,STOP_HIT,-1.0,2100,1.14,4.48,0.89,1.0,0.89,1.0,BULL,NEUTRAL
PHASE1_00146,QQQ,BUY,2026-04-21T15:35:00-04:00,2026-04-21T11:35:00-04:00,2026-04-21T15:35:00-04:00,2026-04-21T11:35:00-04:00,647.34,644.71,648.59,650.53,2026-04-21T15:40:00-04:00,2026-04-21T11:40:00-04:00,644.71,STOP_HIT,-1.0,300,0.0,5.13,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00147,QQQ,BUY,2026-04-22T15:15:00-04:00,2026-04-22T11:15:00-04:00,2026-04-22T15:15:00-04:00,2026-04-22T11:15:00-04:00,653.83,652.71,656.64,658.6,2026-04-23T09:30:00-04:00,2026-04-23T05:30:00-04:00,652.71,STOP_HIT,-1.0,65700,1.5,1.52,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00148,QQQ,BUY,2026-04-22T15:45:00-04:00,2026-04-22T11:45:00-04:00,2026-04-22T15:45:00-04:00,2026-04-22T11:45:00-04:00,654.42,653.07,656.99,658.96,2026-04-23T09:30:00-04:00,2026-04-23T05:30:00-04:00,653.07,STOP_HIT,-1.0,63900,0.91,2.11,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00149,QQQ,BUY,2026-04-24T15:00:00-04:00,2026-04-24T11:00:00-04:00,2026-04-24T15:00:00-04:00,2026-04-24T11:00:00-04:00,663.27,661.85,665.83,667.82,2026-04-24T15:55:00-04:00,2026-04-24T11:55:00-04:00,664.11,TIMEOUT,0.5915,3300,1.11,0.07,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00150,QQQ,BUY,2026-04-24T15:30:00-04:00,2026-04-24T11:30:00-04:00,2026-04-24T15:30:00-04:00,2026-04-24T11:30:00-04:00,663.62,662.03,666.01,668.0,2026-04-24T15:55:00-04:00,2026-04-24T11:55:00-04:00,664.11,TIMEOUT,0.3082,1500,0.62,0.42,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00151,SPY,BUY,2026-04-01T15:30:00-04:00,2026-04-01T11:30:00-04:00,2026-04-01T15:30:00-04:00,2026-04-01T11:30:00-04:00,656.1,654.45,658.38,660.35,2026-04-02T09:30:00-04:00,2026-04-02T05:30:00-04:00,646.42,STOP_HIT,-5.8667,64800,0.65,9.81,0.65,1.0,0.65,1.0,BEAR,NEUTRAL
PHASE1_00152,SPY,SELL,2026-04-02T14:25:00-04:00,2026-04-02T10:25:00-04:00,2026-04-02T14:25:00-04:00,2026-04-02T10:25:00-04:00,653.66,655.08,651.16,649.2,2026-04-02T15:10:00-04:00,2026-04-02T11:10:00-04:00,655.08,STOP_HIT,-1.0,2700,0.27,1.61,0.85,1.0,0.85,1.0,BEAR,NEUTRAL
PHASE1_00153,SPY,BUY,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,2026-04-02T15:05:00-04:00,2026-04-02T11:05:00-04:00,654.53,653.26,657.19,659.15,2026-04-06T09:30:00-04:00,2026-04-06T05:30:00-04:00,657.37,TARGET1_HIT,2.2362,325500,2.89,0.44,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00154,SPY,BUY,2026-04-02T15:40:00-04:00,2026-04-02T11:40:00-04:00,2026-04-02T15:40:00-04:00,2026-04-02T11:40:00-04:00,654.75,652.82,656.74,658.71,2026-04-06T09:30:00-04:00,2026-04-06T05:30:00-04:00,657.37,TARGET1_HIT,1.3575,323400,2.67,0.57,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00155,SPY,SELL,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,2026-04-06T14:00:00-04:00,2026-04-06T10:00:00-04:00,656.5,657.44,653.97,652.0,2026-04-06T14:10:00-04:00,2026-04-06T10:10:00-04:00,657.44,STOP_HIT,-1.0,600,0.1999,1.37,0.89,1.0,0.89,1.0,CHOP,NEUTRAL
PHASE1_00156,SPY,SELL,2026-04-07T14:40:00-04:00,2026-04-07T10:40:00-04:00,2026-04-07T14:40:00-04:00,2026-04-07T10:40:00-04:00,655.96,657.06,653.13,651.16,2026-04-07T15:15:00-04:00,2026-04-07T11:15:00-04:00,657.06,STOP_HIT,-1.0,2100,2.5479,1.61,0.85,1.0,0.85,1.0,BEAR,NEUTRAL
PHASE1_00157,SPY,BUY,2026-04-07T15:30:00-04:00,2026-04-07T11:30:00-04:00,2026-04-07T15:30:00-04:00,2026-04-07T11:30:00-04:00,656.65,654.87,658.81,660.78,2026-04-07T15:45:00-04:00,2026-04-07T11:45:00-04:00,657.72,TARGET1_HIT,0.6011,900,2.55,0.76,0.69,1.0,0.69,1.0,BEAR,NEUTRAL
PHASE1_00158,SPY,BUY,2026-04-08T15:50:00-04:00,2026-04-08T11:50:00-04:00,2026-04-08T15:50:00-04:00,2026-04-08T11:50:00-04:00,674.97,673.69,677.74,679.77,2026-04-09T11:30:00-04:00,2026-04-09T07:30:00-04:00,677.37,TARGET1_HIT,1.875,70800,3.1,1.2,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00159,SPY,BUY,2026-04-09T15:30:00-04:00,2026-04-09T11:30:00-04:00,2026-04-09T15:30:00-04:00,2026-04-09T11:30:00-04:00,679.91,678.64,682.72,684.76,2026-04-10T12:40:00-04:00,2026-04-10T08:40:00-04:00,678.64,STOP_HIT,-1.0,76200,2.1201,1.41,0.93,1.0,0.93,1.0,BULL,NEUTRAL
PHASE1_00160,SPY,BUY,2026-04-10T14:15:00-04:00,2026-04-10T10:15:00-04:00,2026-04-10T14:15:00-04:00,2026-04-10T10:15:00-04:00,679.16,677.86,681.94,683.98,2026-04-13T09:30:00-04:00,2026-04-13T05:30:00-04:00,677.41,STOP_HIT,-1.3462,242100,0.83,2.17,0.85,1.0,0.85,1.0,BULL,NEUTRAL
PHASE1_00161,SPY,BUY,2026-04-13T14:05:00-04:00,2026-04-13T10:05:00-04:00,2026-04-13T14:05:00-04:00,2026-04-13T10:05:00-04:00,682.38,680.86,684.95,687.0,2026-04-13T15:50:00-04:00,2026-04-13T11:50:00-04:00,685.66,TARGET1_HIT,2.1579,6300,3.51,0.17,0.89,1.0,0.89,1.0,BULL,NEUTRAL
