open_ts,symbol,open,high,low,close,delta,total_vol
2026-05-03T21:05:45+00:00,NQU1.CME@RITHMIC,15431.75,15431.75,15430.75,15430.75,4,44
2026-05-03T21:05:50+00:00,NQU1.CME@RITHMIC,15438.00,15438.00,15429.50,15429.75,64,122
2026-05-03T21:05:55+00:00,NQU1.CME@RITHMIC,15428.00,15430.25,15428.00,15429.75,2,32
2026-05-03T21:06:00+00:00,NQU1.CME@RITHMIC,15379.75,15430.25,15379.75,15430.25,34,92
2026-05-03T21:06:05+00:00,NQU1.CME@RITHMIC,15430.25,15430.75,15430.25,15430.25,1,59
2026-05-03T21:06:10+00:00,NQU1.CME@RITHMIC,15430.00,15430.00,15429.00,15429.25,19,73
2026-05-03T21:06:15+00:00,NQU1.CME@RITHMIC,15429.25,15429.50,15428.75,15429.25,13,37
2026-05-03T21:06:20+00:00,NQU1.CME@RITHMIC,15423.00,15429.50,15423.00,15429.25,-5,29
2026-05-03T21:06:25+00:00,NQU1.CME@RITHMIC,15429.25,15429.50,15429.00,15429.50,3,27
2026-05-03T21:06:30+00:00,NQU1.CME@RITHMIC,15414.00,15430.00,15414.00,15429.50,-13,31
2026-05-03T21:06:35+00:00,NQU1.CME@RITHMIC,15429.75,15430.50,15429.75,15429.75,-9,57
2026-05-03T21:06:40+00:00,NQU1.CME@RITHMIC,15429.75,15430.25,15429.75,15430.00,8,54
2026-05-03T21:06:45+00:00,NQU1.CME@RITHMIC,15430.25,15430.25,15430.00,15430.00,1,15
2026-05-03T21:06:50+00:00,NQU1.CME@RITHMIC,15430.00,15431.00,15430.00,15431.00,-12,36
2026-05-03T21:06:55+00:00,NQU1.CME@RITHMIC,15431.00,15431.25,15430.50,15431.25,3,21
2026-05-03T21:07:00+00:00,NQU1.CME@RITHMIC,15461.25,15461.25,15431.00,15431.00,7,27
2026-05-03T21:07:05+00:00,NQU1.CME@RITHMIC,15423.00,15432.00,15423.00,15431.75,-10,44
2026-05-03T21:07:10+00:00,NQU1.CME@RITHMIC,15431.75,15432.00,15431.75,15431.75,-15,31
2026-05-03T21:07:15+00:00,NQU1.CME@RITHMIC,15432.00,15432.50,15431.75,15432.25,-6,34
2026-05-03T21:07:20+00:00,NQU1.CME@RITHMIC,15433.50,15433.50,15432.25,15432.25,2,18
2026-05-03T21:07:25+00:00,NQU1.CME@RITHMIC,15432.25,15432.50,15431.25,15432.00,30,70
2026-05-03T21:07:30+00:00,NQU1.CME@RITHMIC,15432.00,15432.25,15431.75,15432.25,-3,29
2026-05-03T21:07:35+00:00,NQU1.CME@RITHMIC,15432.00,15433.00,15432.00,15433.00,-12,44
2026-05-03T21:07:40+00:00,NQU1.CME@RITHMIC,15433.00,15433.00,15432.50,15432.50,3,51
2026-05-03T21:07:45+00:00,NQU1.CME@RITHMIC,15432.75,15432.75,15432.25,15432.50,0,16
2026-05-03T21:07:50+00:00,NQU1.CME@RITHMIC,15433.00,15433.00,15432.25,15432.25,1,17
2026-05-03T21:07:55+00:00,NQU1.CME@RITHMIC,15433.50,15433.50,15431.75,15431.75,0,10
